slug,name,category,rarity,legendary,mana_color_code,mana_cost,energy_cost,attack,defense,health,base_energy_per_turn,equipment_slots,keywords
echo-oracle,Echo Oracle,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
anomaly-savant,Anomaly Savant,CREATURE,COMMON,FALSE,AETHER,3,1,2,0,7,1,2,
loop-chimera,Loop Chimera,CREATURE,RARE,FALSE,AETHER,6,2,4,0,10,3,2,
chrono-savant,Chrono Savant,CREATURE,COMMON,FALSE,AETHER,3,1,2,0,7,1,2,
clock-mantis,Clock Mantis,CREATURE,RARE,FALSE,AETHER,6,2,4,0,10,3,2,
echo-mantis,Echo Mantis,CREATURE,RARE,FALSE,AETHER,7,3,4,0,11,3,2,
paradox-mantis,Paradox Mantis,CREATURE,RARE,FALSE,AETHER,7,3,4,0,11,3,2,
anomaly-wanderer,Anomaly Wanderer,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
rift-mantis,Rift Mantis,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
anomaly-chimera,Anomaly Chimera,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
quantum-runner,Quantum Runner,CREATURE,RARE,FALSE,AETHER,7,3,4,0,11,3,2,
rift-seer,Rift Seer,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
echo-sphinx,Echo Sphinx,CREATURE,RARE,FALSE,AETHER,7,3,4,0,11,3,2,
quantum-warden,Quantum Warden,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
anomaly-mantis,Anomaly Mantis,CREATURE,COMMON,FALSE,AETHER,5,1,3,0,9,2,2,
chrono-mantis,Chrono Mantis,CREATURE,COMMON,FALSE,AETHER,3,1,2,0,7,1,2,
ouro-savant,Ouro Savant,CREATURE,RARE,FALSE,AETHER,7,3,4,0,11,3,2,
quantum-sphinx,Quantum Sphinx,CREATURE,RARE,FALSE,AETHER,6,2,4,0,10,3,2,
rift-chimera,Rift Chimera,CREATURE,COMMON,FALSE,AETHER,5,1,3,0,9,2,2,
paradox-runner,Paradox Runner,CREATURE,RARE,FALSE,AETHER,7,3,4,0,11,3,2,
clock-sphinx,Clock Sphinx,CREATURE,COMMON,FALSE,AETHER,5,1,3,0,9,2,2,
echo-seer,Echo Seer,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
anomaly-sphinx,Anomaly Sphinx,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
ouro-sphinx,Ouro Sphinx,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
echo-runner,Echo Runner,CREATURE,RARE,FALSE,AETHER,7,3,4,0,11,3,2,
echo-savant,Echo Savant,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
paradox-warden,Paradox Warden,CREATURE,RARE,FALSE,AETHER,7,3,4,0,11,3,2,
rift-runner,Rift Runner,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
rift-savant,Rift Savant,CREATURE,COMMON,FALSE,AETHER,5,1,3,0,9,2,2,
ouro-myrmidon,Ouro Myrmidon,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
quantum-myrmidon,Quantum Myrmidon,CREATURE,RARE,FALSE,AETHER,6,2,4,0,10,3,2,
clock-seer,Clock Seer,CREATURE,COMMON,FALSE,AETHER,3,1,2,0,7,1,2,
paradox-chimera,Paradox Chimera,CREATURE,RARE,FALSE,AETHER,7,3,4,0,11,3,2,
phase-savant,Phase Savant,CREATURE,COMMON,FALSE,AETHER,5,1,3,0,9,2,2,
loop-oracle,Loop Oracle,CREATURE,COMMON,FALSE,AETHER,5,1,3,0,9,2,2,
paradox-myrmidon,Paradox Myrmidon,CREATURE,RARE,FALSE,AETHER,6,2,4,0,10,3,2,
paradox-wanderer,Paradox Wanderer,CREATURE,COMMON,FALSE,AETHER,3,1,2,0,7,1,2,
phase-chimera,Phase Chimera,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
ouro-runner,Ouro Runner,CREATURE,RARE,FALSE,AETHER,7,3,4,0,11,3,2,
loop-seer,Loop Seer,CREATURE,RARE,FALSE,AETHER,6,2,4,0,10,3,2,
chrono-sphinx,Chrono Sphinx,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
clock-myrmidon,Clock Myrmidon,CREATURE,RARE,FALSE,AETHER,6,2,4,0,10,3,2,
ouro-seer,Ouro Seer,CREATURE,RARE,FALSE,AETHER,6,2,4,0,10,3,2,
chrono-wanderer,Chrono Wanderer,CREATURE,COMMON,FALSE,AETHER,3,1,2,0,7,1,2,
loop-mantis,Loop Mantis,CREATURE,COMMON,FALSE,AETHER,3,1,2,0,7,1,2,
ouro-chimera,Ouro Chimera,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
phase-wanderer,Phase Wanderer,CREATURE,COMMON,FALSE,AETHER,5,1,3,0,9,2,2,
anomaly-seer,Anomaly Seer,CREATURE,COMMON,FALSE,AETHER,5,1,3,0,9,2,2,
phase-oracle,Phase Oracle,CREATURE,COMMON,FALSE,AETHER,3,1,2,0,7,1,2,
echo-chimera,Echo Chimera,CREATURE,COMMON,FALSE,AETHER,5,1,3,0,9,2,2,
rift-myrmidon,Rift Myrmidon,CREATURE,RARE,FALSE,AETHER,6,2,4,0,10,3,2,
anomaly-myrmidon,Anomaly Myrmidon,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
loop-runner,Loop Runner,CREATURE,RARE,FALSE,AETHER,7,3,4,0,11,3,2,
rift-wanderer,Rift Wanderer,CREATURE,COMMON,FALSE,AETHER,5,1,3,0,9,2,2,
echo-warden,Echo Warden,CREATURE,RARE,FALSE,AETHER,6,2,4,0,10,3,2,
rift-sphinx,Rift Sphinx,CREATURE,COMMON,FALSE,AETHER,5,1,3,0,9,2,2,
clock-savant,Clock Savant,CREATURE,RARE,FALSE,AETHER,6,2,4,0,10,3,2,
clock-runner,Clock Runner,CREATURE,COMMON,FALSE,AETHER,3,1,2,0,7,1,2,
clock-oracle,Clock Oracle,CREATURE,COMMON,FALSE,AETHER,5,1,3,0,9,2,2,
phase-runner,Phase Runner,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
paradox-oracle,Paradox Oracle,CREATURE,RARE,FALSE,AETHER,6,2,4,0,10,3,2,
loop-sphinx,Loop Sphinx,CREATURE,RARE,FALSE,AETHER,7,3,4,0,11,3,2,
phase-warden,Phase Warden,CREATURE,COMMON,FALSE,AETHER,3,1,2,0,7,1,2,
anomaly-warden,Anomaly Warden,CREATURE,RARE,FALSE,AETHER,6,2,4,0,10,3,2,
quantum-mantis,Quantum Mantis,CREATURE,COMMON,FALSE,AETHER,5,1,3,0,9,2,2,
chrono-warden,Chrono Warden,CREATURE,RARE,FALSE,AETHER,6,2,4,0,10,3,2,
quantum-oracle,Quantum Oracle,CREATURE,RARE,FALSE,AETHER,6,2,4,0,10,3,2,
chrono-myrmidon,Chrono Myrmidon,CREATURE,RARE,FALSE,AETHER,6,2,4,0,10,3,2,
chrono-chimera,Chrono Chimera,CREATURE,RARE,FALSE,AETHER,7,3,4,0,11,3,2,
paradox-savant,Paradox Savant,CREATURE,RARE,FALSE,AETHER,7,3,4,0,11,3,2,
loop-warden,Loop Warden,CREATURE,COMMON,FALSE,AETHER,4,1,3,0,8,2,2,
loop-myrmidon,Loop Myrmidon,CREATURE,COMMON,FALSE,AETHER,3,1,2,0,7,1,2,
loop-wanderer,Loop Wanderer,CREATURE,COMMON,FALSE,AETHER,5,1,3,0,9,2,2,
rift-warden,Rift Warden,CREATURE,COMMON,FALSE,AETHER,3,1,2,0,7,1,2,
ouro-oracle,Ouro Oracle,CREATURE,COMMON,FALSE,AETHER,3,1,2,0,7,1,2,
loop-amphitheater,Loop Amphitheater,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
phase-oculus,Phase Oculus,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
ring-reactor,Ring Reactor,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
time-reactor,Time Reactor,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
orrery-gate,Orrery Gate,STRUCTURE,RARE,FALSE,AETHER,6,2,0,3,12,3,2,
spiral-anchor,Spiral Anchor,STRUCTURE,RARE,FALSE,AETHER,6,2,0,3,12,3,2,
paradox-gate,Paradox Gate,STRUCTURE,COMMON,FALSE,AETHER,3,1,0,1,9,1,2,
orrery-array,Orrery Array,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
paradox-anchor,Paradox Anchor,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
ring-array,Ring Array,STRUCTURE,RARE,FALSE,AETHER,6,2,0,3,12,3,2,
loop-engine,Loop Engine,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
paradox-oculus,Paradox Oculus,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
paradox-reactor,Paradox Reactor,STRUCTURE,COMMON,FALSE,AETHER,3,1,0,1,9,1,2,
clock-hub,Clock Hub,STRUCTURE,COMMON,FALSE,AETHER,3,1,0,1,9,1,2,
phase-array,Phase Array,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
orrery-oculus,Orrery Oculus,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
phase-gate,Phase Gate,STRUCTURE,COMMON,FALSE,AETHER,3,1,0,1,9,1,2,
orrery-engine,Orrery Engine,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
orrery-amphitheater,Orrery Amphitheater,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
paradox-engine,Paradox Engine,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
spiral-gate,Spiral Gate,STRUCTURE,COMMON,FALSE,AETHER,3,1,0,1,9,1,2,
chrono-oculus,Chrono Oculus,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
loop-lattice,Loop Lattice,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
clock-anchor,Clock Anchor,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
clock-gate,Clock Gate,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
mirror-hub,Mirror Hub,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
time-hub,Time Hub,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
clock-oculus,Clock Oculus,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
orrery-lattice,Orrery Lattice,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
paradox-amphitheater,Paradox Amphitheater,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
spiral-hub,Spiral Hub,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
clock-lattice,Clock Lattice,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
paradox-array,Paradox Array,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
ring-hub,Ring Hub,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
loop-anchor,Loop Anchor,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
clock-amphitheater,Clock Amphitheater,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
ring-anchor,Ring Anchor,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
mirror-reactor,Mirror Reactor,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
phase-amphitheater,Phase Amphitheater,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
time-oculus,Time Oculus,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
ring-lattice,Ring Lattice,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
chrono-lattice,Chrono Lattice,STRUCTURE,RARE,FALSE,AETHER,6,2,0,3,12,3,2,
mirror-array,Mirror Array,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
time-gate,Time Gate,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
paradox-lattice,Paradox Lattice,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
chrono-anchor,Chrono Anchor,STRUCTURE,RARE,FALSE,AETHER,6,2,0,3,12,3,2,
phase-reactor,Phase Reactor,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
chrono-array,Chrono Array,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
ring-engine,Ring Engine,STRUCTURE,RARE,FALSE,AETHER,6,2,0,3,12,3,2,
chrono-reactor,Chrono Reactor,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
mirror-oculus,Mirror Oculus,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
ring-atrium,Ring Atrium,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
chrono-hub,Chrono Hub,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
spiral-array,Spiral Array,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
spiral-engine,Spiral Engine,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
clock-reactor,Clock Reactor,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
phase-atrium,Phase Atrium,STRUCTURE,COMMON,FALSE,AETHER,3,1,0,1,9,1,2,
time-array,Time Array,STRUCTURE,COMMON,FALSE,AETHER,3,1,0,1,9,1,2,
chrono-atrium,Chrono Atrium,STRUCTURE,COMMON,FALSE,AETHER,3,1,0,1,9,1,2,
spiral-oculus,Spiral Oculus,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
loop-array,Loop Array,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
time-atrium,Time Atrium,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
time-amphitheater,Time Amphitheater,STRUCTURE,COMMON,FALSE,AETHER,3,1,0,1,9,1,2,
orrery-hub,Orrery Hub,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
orrery-reactor,Orrery Reactor,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
clock-engine,Clock Engine,STRUCTURE,RARE,FALSE,AETHER,6,2,0,3,12,3,2,
ring-amphitheater,Ring Amphitheater,STRUCTURE,COMMON,FALSE,AETHER,3,1,0,1,9,1,2,
spiral-amphitheater,Spiral Amphitheater,STRUCTURE,COMMON,FALSE,AETHER,3,1,0,1,9,1,2,
phase-lattice,Phase Lattice,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
spiral-lattice,Spiral Lattice,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
loop-oculus,Loop Oculus,STRUCTURE,COMMON,FALSE,AETHER,3,1,0,1,9,1,2,
chrono-gate,Chrono Gate,STRUCTURE,RARE,FALSE,AETHER,6,2,0,3,12,3,2,
orrery-anchor,Orrery Anchor,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
loop-atrium,Loop Atrium,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
ring-oculus,Ring Oculus,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
mirror-engine,Mirror Engine,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
mirror-lattice,Mirror Lattice,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
clock-atrium,Clock Atrium,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
paradox-atrium,Paradox Atrium,STRUCTURE,COMMON,FALSE,AETHER,3,1,0,1,9,1,2,
phase-hub,Phase Hub,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
time-anchor,Time Anchor,STRUCTURE,RARE,FALSE,AETHER,6,2,0,3,12,3,2,
phase-anchor,Phase Anchor,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
time-engine,Time Engine,STRUCTURE,COMMON,FALSE,AETHER,3,1,0,1,9,1,2,
time-lattice,Time Lattice,STRUCTURE,RARE,FALSE,AETHER,6,2,0,3,12,3,2,
loop-gate,Loop Gate,STRUCTURE,RARE,FALSE,AETHER,6,2,0,3,12,3,2,
mirror-anchor,Mirror Anchor,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
ring-gate,Ring Gate,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
loop-reactor,Loop Reactor,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
spiral-reactor,Spiral Reactor,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
phase-engine,Phase Engine,STRUCTURE,COMMON,FALSE,AETHER,3,1,0,1,9,1,2,
chrono-amphitheater,Chrono Amphitheater,STRUCTURE,RARE,FALSE,AETHER,6,2,0,3,12,3,2,
loop-hub,Loop Hub,STRUCTURE,COMMON,FALSE,AETHER,2,1,0,1,8,1,2,
spiral-atrium,Spiral Atrium,STRUCTURE,COMMON,FALSE,AETHER,3,1,0,1,9,1,2,
mirror-gate,Mirror Gate,STRUCTURE,COMMON,FALSE,AETHER,5,2,0,2,11,2,2,
mirror-amphitheater,Mirror Amphitheater,STRUCTURE,RARE,FALSE,AETHER,6,2,0,3,12,3,2,
chrono-engine,Chrono Engine,STRUCTURE,COMMON,FALSE,AETHER,3,1,0,1,9,1,2,
paradox-hub,Paradox Hub,STRUCTURE,RARE,FALSE,AETHER,6,2,0,3,12,3,2,
mirror-atrium,Mirror Atrium,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
orrery-atrium,Orrery Atrium,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
clock-array,Clock Array,STRUCTURE,COMMON,FALSE,AETHER,4,2,0,2,10,2,2,
spiral-dash-stitch,Spiral Dash Stitch,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
spiral-dash-fold,Spiral Dash Fold,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
clockstrike-weave,Clockstrike Weave,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
paradox-loop-split,Paradox Loop Split,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
paradox-loop-stitch,Paradox Loop Stitch,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
time-fracture-spin,Time Fracture Spin,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
phase-slip-break,Phase Slip Break,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
spiral-dash-slide,Spiral Dash Slide,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
mirror-cut-skip,Mirror Cut Skip,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
time-fracture-slide,Time Fracture Slide,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
echo-jump-spin,Echo Jump Spin,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
phase-slip-fold,Phase Slip Fold,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
echo-jump-skip,Echo Jump Skip,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
phase-slip-weave,Phase Slip Weave,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
ouro-step-break,Ouro Step Break,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
phase-slip-stitch,Phase Slip Stitch,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
ouro-step-skip,Ouro Step Skip,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
spiral-dash-spin,Spiral Dash Spin,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
clockstrike-lash,Clockstrike Lash,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
echo-jump-split,Echo Jump Split,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
echo-jump-stitch,Echo Jump Stitch,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
chrono-burst-skip,Chrono Burst Skip,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
chrono-burst-weave,Chrono Burst Weave,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
paradox-loop-fold,Paradox Loop Fold,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
ring-shear-split,Ring Shear Split,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
chrono-burst-split,Chrono Burst Split,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
ouro-step-stitch,Ouro Step Stitch,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
echo-jump-weave,Echo Jump Weave,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
paradox-loop-lash,Paradox Loop Lash,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
ouro-step-lash,Ouro Step Lash,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
ouro-step-spin,Ouro Step Spin,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
echo-jump-fold,Echo Jump Fold,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
spiral-dash-weave,Spiral Dash Weave,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
time-fracture-skip,Time Fracture Skip,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
phase-slip-spin,Phase Slip Spin,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
clockstrike-fold,Clockstrike Fold,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
mirror-cut-fold,Mirror Cut Fold,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
ring-shear-spin,Ring Shear Spin,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
ouro-step-crack,Ouro Step Crack,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
time-fracture-stitch,Time Fracture Stitch,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
phase-slip-split,Phase Slip Split,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
ring-shear-crack,Ring Shear Crack,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
ring-shear-stitch,Ring Shear Stitch,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
paradox-loop-break,Paradox Loop Break,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
chrono-burst-lash,Chrono Burst Lash,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
paradox-loop-slide,Paradox Loop Slide,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
mirror-cut-weave,Mirror Cut Weave,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
time-fracture-split,Time Fracture Split,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
phase-slip-crack,Phase Slip Crack,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
spiral-dash-crack,Spiral Dash Crack,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
clockstrike-skip,Clockstrike Skip,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
ring-shear-slide,Ring Shear Slide,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
mirror-cut-lash,Mirror Cut Lash,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
phase-slip-skip,Phase Slip Skip,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
echo-jump-slide,Echo Jump Slide,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
clockstrike-split,Clockstrike Split,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
time-fracture-weave,Time Fracture Weave,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
ring-shear-break,Ring Shear Break,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
ouro-step-split,Ouro Step Split,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
ouro-step-weave,Ouro Step Weave,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
spiral-dash-lash,Spiral Dash Lash,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
ouro-step-slide,Ouro Step Slide,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
chrono-burst-break,Chrono Burst Break,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
mirror-cut-spin,Mirror Cut Spin,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
ring-shear-lash,Ring Shear Lash,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
time-fracture-lash,Time Fracture Lash,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
spiral-dash-split,Spiral Dash Split,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
paradox-loop-crack,Paradox Loop Crack,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
paradox-loop-weave,Paradox Loop Weave,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
chrono-burst-crack,Chrono Burst Crack,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
time-fracture-break,Time Fracture Break,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
mirror-cut-slide,Mirror Cut Slide,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
time-fracture-crack,Time Fracture Crack,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
chrono-burst-fold,Chrono Burst Fold,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
echo-jump-lash,Echo Jump Lash,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
chrono-burst-stitch,Chrono Burst Stitch,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
ring-shear-fold,Ring Shear Fold,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
clockstrike-slide,Clockstrike Slide,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
spiral-dash-break,Spiral Dash Break,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
paradox-loop-spin,Paradox Loop Spin,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
mirror-cut-stitch,Mirror Cut Stitch,ACTION,COMMON,FALSE,AETHER,0,1,0,0,0,0,0,
mirror-cut-crack,Mirror Cut Crack,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
paradox-loop-skip,Paradox Loop Skip,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
chrono-burst-slide,Chrono Burst Slide,ACTION,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,
phase-slip-lash,Phase Slip Lash,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
clockstrike-spin,Clockstrike Spin,ACTION,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,
